,Words,Emotions
3093,i feel as dirty as fuck,sadness
3094,i decided that since things were finally starting to go well but i was still feeling a little uncertain i d give myself a little more time to let the training come together,fear
3095,i think this will help somebody out there that feels hopeless and alone,sadness
3096,i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger
3097,im feeling more relaxed,joy
3098,i do not do these things to torture you i am feeling tortured myself at the moment,anger
3099,i strongly feel that at this point in my life i am no longer desiring to walk this path that i am on and to be truthful i have no clue as to where i am going with my life from here,joy
3100,i fully believe and feel passionate about living bravely and outside my comfort zone i often revert to my comfortable ways,love
3101,i feel very romantic now all i have left to try out is barry m almond from the same range,love
3102,i have been feeling really creative and have been trying out new things,joy
3103,i press play and yeah i watch my movie about five times in a row right then and there i feel satisfied and cant wait to share what i made with my friends,joy
3104,i sometimes feel like an artistic redcoat,joy
3105,i have finished college had a couple kids worked through feeling entirely discouraged because of a camera that did not have the functions i wanted then feeling like i just couldnt do a decent job taking pictures i have decided to give it another try,sadness
3106,i feel so emotionally drained i really really hate feeling this way and i hate keeping things from people i love and i hate having to pretend everything is normal i want it to be normal and i hate that my happiness is coming from someone else and im so tired i really need a break,sadness
3107,i wasnt going to do a what im loving wednesday post because i wasnt feeling like i was loving anything but as my youngest sister text me last night sometimes happiness is a choice so here it is,love
3108,i wear it i feel anxious visable spotlighted different unfashionable stupid embarrassed ashamed and paranoid,fear
3109,i hadnt been feeling well all week in calgary so with this added relaxation in the first run of the second race i set another pb time by almost,joy
3110,i have been feeling so drained like there is no strength left inside of me to fulfill the simplest of tasks,sadness
3111,in the army,anger
3112,i am feeling suspicious lj cut text suspicions,fear
3113,im trying to be positive and i feel positive,joy
3114,i guess since im feeling a bit less shitty have a random picture,sadness
3115,i wasnt feeling well at all so had to take a few days off work lots of winter germs going round and being in an air conditioned office probably doesnt help,joy
3116,i find calming about these colors i dunno i guess they feel pleasant as weird as that sounds,joy
3117,i feel like i am part of a team now and far from the isolated feeling i have had for so many months now,sadness
3118,i think this is really great having been in situations where i feel overtly threatened in a public place where everyone pretends they don t see what s happening,fear
